user_id,gender,date_of_birth,workclass,education_level,education_num,marital_status,occupation,relationship,capital_gain,capital_loss,hours_per_week,approved,address,email,inquiry_purpose_code,institute_type,account_type,asset_class_cd,asset_code,portfolio_type,age,Probs,Class
35811,1,1978-01-05,2,4,3.0,2,2,0,0.0,0.0,60.0,0,35435,2848,2,5,34,7,0,3,42,0.042,0.0
108,0,1988-01-03,5,2,8.0,4,0,4,0.0,0.0,40.0,0,38590,9478,14,7,34,7,0,3,32,0.004,0.0
26791,1,1986-01-03,2,15,10.0,4,0,3,0.0,0.0,40.0,0,16907,10074,5,3,34,7,0,3,34,0.052,0.0
2722,1,1969-01-07,2,8,11.0,2,2,0,0.0,0.0,57.0,0,24601,570,4,5,34,7,0,3,51,0.126,0.0
8442,1,1982-01-04,2,9,13.0,2,11,0,0.0,0.0,44.0,0,14057,31149,4,5,34,7,0,3,38,0.866,1.0
22933,1,1998-12-31,2,11,9.0,4,5,3,0.0,0.0,20.0,0,8619,9095,4,5,34,7,0,3,21,0.0,0.0
43187,0,1987-01-03,4,9,13.0,4,7,1,0.0,0.0,15.0,0,29599,6221,17,7,34,7,0,3,33,0.016,0.0
21066,1,1986-01-03,2,11,9.0,2,2,0,0.0,0.0,40.0,0,41441,10198,14,7,34,7,0,3,34,0.6702960317460319,1.0
1677,1,1988-01-03,2,11,9.0,2,3,0,0.0,0.0,40.0,0,25086,27788,4,5,34,7,0,3,32,0.1925,0.0
38635,1,1991-01-02,5,9,13.0,4,9,1,0.0,0.0,50.0,0,23303,21528,9,5,34,7,0,3,29,0.11,0.0
6090,1,1980-01-05,2,11,9.0,2,2,0,0.0,0.0,40.0,0,39789,24512,4,5,34,7,0,3,40,0.008365079365079364,0.0
7178,1,1974-01-06,2,5,4.0,2,4,0,0.0,0.0,30.0,0,25962,32152,9,7,34,7,0,3,46,0.008,0.0
43064,1,1984-01-04,2,11,9.0,4,2,3,0.0,0.0,30.0,0,3777,28968,13,7,17,7,0,1,36,0.0,0.0
20843,0,1983-01-04,2,11,9.0,4,7,4,0.0,0.0,30.0,0,10088,31178,4,5,34,7,0,3,37,0.0,0.0
6098,1,1997-12-31,2,15,10.0,4,13,3,0.0,0.0,40.0,0,29065,13639,6,5,17,5,2,1,22,0.004,0.0
9574,0,1981-01-04,0,15,10.0,0,3,4,0.0,0.0,40.0,0,21000,8258,4,7,34,7,0,3,39,0.12,0.0
12537,1,1966-01-08,2,9,13.0,0,9,1,0.0,1340.0,40.0,0,10617,5509,0,5,34,7,0,3,54,0.036,0.0
32074,1,1991-01-02,2,11,9.0,2,13,0,0.0,0.0,40.0,0,3615,15416,4,5,34,7,0,3,29,0.03566666666666667,0.0
4815,1,1985-01-03,0,9,13.0,4,3,3,0.0,0.0,40.0,0,43495,11657,17,7,34,7,0,3,35,0.038,0.0
20478,0,1973-01-06,2,11,9.0,5,3,4,0.0,0.0,37.0,0,32444,27252,17,7,34,7,2,3,47,0.03,0.0
31545,0,1969-01-07,2,8,11.0,4,3,1,0.0,0.0,43.0,0,29181,12761,17,7,34,7,0,3,51,0.044,0.0
28009,1,1992-01-02,2,11,9.0,4,7,2,0.0,0.0,40.0,0,19607,9492,4,5,34,7,0,3,28,0.0,0.0
39343,0,1996-01-01,2,11,9.0,4,6,3,0.0,0.0,25.0,0,8357,31913,4,7,34,7,0,3,24,0.0,0.0
36843,1,1974-01-06,5,11,9.0,0,3,1,0.0,0.0,40.0,0,24394,33210,4,5,34,7,0,3,46,0.018,0.0
11770,1,1963-01-09,2,0,6.0,2,6,0,0.0,0.0,48.0,0,19950,16786,4,7,34,7,0,3,57,0.078,0.0
42531,1,1997-12-31,2,11,9.0,4,5,2,0.0,0.0,20.0,0,16559,35836,4,7,34,7,0,3,22,0.0,0.0
30457,1,1992-01-02,2,9,13.0,4,12,1,0.0,0.0,30.0,0,39275,25785,14,2,34,7,0,3,28,0.004,0.0
42289,1,1996-12-31,2,11,9.0,4,11,3,0.0,0.0,60.0,0,20306,22249,4,5,34,7,0,3,23,0.0,0.0
4434,1,2000-12-30,2,11,9.0,4,5,1,0.0,0.0,40.0,0,466,21742,4,5,7,3,0,1,19,0.0,0.0
19057,0,1954-01-11,5,11,9.0,6,9,4,0.0,0.0,35.0,0,18240,7966,6,5,34,7,0,3,66,0.03,0.0
8676,1,1981-01-04,2,11,9.0,0,13,3,0.0,0.0,60.0,0,29660,29747,4,5,34,7,0,3,39,0.026,0.0
6981,1,1975-01-06,3,9,13.0,2,3,0,0.0,0.0,60.0,0,36414,20868,4,5,10,5,0,1,45,0.298,0.0
20593,1,1982-01-04,2,11,9.0,4,11,4,0.0,0.0,42.0,0,35054,9151,17,7,34,7,0,3,38,0.01,0.0
5601,1,1995-01-01,1,11,9.0,4,5,2,0.0,0.0,40.0,0,33163,42783,4,5,34,7,0,3,25,0.0,0.0
35650,0,1982-01-04,2,11,9.0,0,7,4,0.0,0.0,32.0,0,37307,40623,17,7,34,7,0,3,38,0.002,0.0
24985,1,1997-12-31,2,11,9.0,2,2,0,0.0,0.0,35.0,0,31550,34273,4,7,34,7,0,3,22,0.006,0.0
25207,1,1996-12-31,2,4,3.0,4,2,1,0.0,0.0,40.0,0,28659,29184,4,5,34,7,0,3,23,0.002,0.0
34835,0,1959-01-10,4,11,9.0,4,11,1,0.0,0.0,44.0,0,40212,14119,17,4,34,7,0,3,61,0.04,0.0
38088,1,1992-01-02,2,15,10.0,0,2,1,0.0,0.0,46.0,0,30812,2419,4,7,34,7,0,3,28,0.022,0.0
17057,0,1998-12-31,2,15,10.0,4,7,3,0.0,0.0,25.0,0,34007,20522,1,5,34,7,0,3,21,0.0,0.0
23536,1,1971-01-07,2,12,14.0,2,9,0,0.0,0.0,40.0,0,17788,21081,4,5,34,7,0,3,49,0.27123333333333327,0.0
18059,1,1983-01-04,2,2,8.0,0,2,3,0.0,0.0,35.0,0,33362,14320,4,7,34,7,0,3,37,0.002,0.0
39989,0,1996-12-31,2,15,10.0,4,7,3,0.0,0.0,40.0,0,15126,22731,4,5,34,7,0,3,23,0.0,0.0
32912,0,1998-12-31,2,11,9.0,4,6,3,0.0,0.0,40.0,0,9729,16172,6,5,34,7,0,3,21,0.0,0.0
25747,1,1997-12-31,2,11,9.0,4,5,3,0.0,0.0,25.0,0,26567,34639,4,5,34,7,0,3,22,0.0,0.0
42600,0,1999-12-31,2,15,10.0,4,0,1,0.0,0.0,35.0,0,6909,21672,9,7,34,7,0,3,20,0.0,0.0
20052,1,1982-01-04,2,11,9.0,2,2,0,0.0,0.0,40.0,0,16972,13459,4,5,1,5,0,1,38,0.01,0.0
1402,0,1996-12-31,2,15,10.0,4,7,4,0.0,0.0,48.0,0,20439,10765,4,7,34,7,0,3,23,0.0,0.0
33682,1,1995-01-01,2,12,14.0,4,9,1,0.0,0.0,30.0,0,22509,22415,9,6,34,7,0,3,25,0.012,0.0
41939,0,1986-01-03,1,7,12.0,0,0,4,0.0,0.0,10.0,0,34112,30232,9,5,1,7,0,1,34,0.006,0.0
8778,1,1999-12-31,2,4,3.0,4,5,4,0.0,0.0,30.0,0,34425,22468,9,7,36,5,0,1,20,0.0,0.0
32529,1,1986-01-03,2,7,12.0,0,11,1,0.0,0.0,40.0,0,13507,33202,4,5,1,6,0,1,34,0.018,0.0
36208,1,1959-01-10,2,11,9.0,2,13,0,0.0,0.0,40.0,0,21801,4363,14,7,7,7,0,1,61,0.216,0.0
1479,0,1965-01-08,5,15,10.0,0,9,1,0.0,0.0,37.0,0,38273,3364,6,5,34,7,0,3,55,0.038,0.0
39640,1,1984-01-04,2,11,9.0,4,13,1,0.0,0.0,35.0,0,2000,27045,4,7,34,3,0,3,36,0.008,0.0
28268,1,1997-12-31,2,11,9.0,4,7,1,0.0,0.0,40.0,0,28526,36882,4,5,34,7,0,3,22,0.0,0.0
30357,0,1986-01-03,2,15,10.0,4,11,3,0.0,0.0,35.0,0,41738,42238,4,5,34,7,0,3,34,0.0,0.0
28133,1,1987-01-03,2,15,10.0,4,6,1,0.0,0.0,40.0,0,6008,32609,17,7,34,7,0,3,33,0.01,0.0
3197,0,1993-01-01,2,11,9.0,4,7,3,0.0,0.0,32.0,0,39495,20972,4,5,28,5,0,3,27,0.0,0.0
18726,0,1981-01-04,4,0,6.0,3,7,1,0.0,1721.0,15.0,0,5230,10839,14,7,34,7,0,3,39,0.044,0.0
5313,1,1999-12-31,2,15,10.0,4,7,3,0.0,0.0,33.0,0,24534,33062,4,7,34,7,0,3,20,0.006,0.0
