gender,workclass,education_level,education_num,marital_status,occupation,relationship,capital_gain,capital_loss,hours_per_week,inquiry_purpose_code,institute_type,account_type,asset_class_cd,asset_code,portfolio_type,age,PREDICTED_CLUSTER
1.0,0.3333333333333333,0.6,0.8,0.3333333333333333,0.9230769230769231,0.0,0.0,0.5164268259571002,0.39795918367346933,0.23529411764705882,1.0,0.9444444444444444,1.0,0.0,1.0,0.1549295774647887,3
0.0,0.6666666666666666,0.06666666666666667,0.4,0.0,0.5384615384615385,0.2,0.0,0.0,0.39795918367346933,0.8235294117647058,1.0,0.9444444444444444,1.0,0.0,1.0,0.6619718309859155,0
1.0,0.16666666666666666,0.8,0.8666666666666667,0.3333333333333333,0.6923076923076923,0.0,0.0,0.0,0.5,0.23529411764705882,0.7142857142857142,0.4722222222222222,0.7142857142857142,0.0,0.3333333333333333,0.5211267605633803,2
0.0,0.3333333333333333,0.7333333333333333,0.5333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,0.39795918367346933,0.3529411764705882,0.7142857142857142,0.9444444444444444,1.0,0.0,1.0,0.4647887323943662,0
1.0,0.5,0.6666666666666666,1.0,0.8333333333333333,0.6923076923076923,0.2,0.0,0.0,0.39795918367346933,0.5294117647058824,0.8571428571428571,0.9444444444444444,1.0,0.0,1.0,0.4366197183098592,3
1.0,0.5,0.6,0.8,0.3333333333333333,0.8461538461538463,0.0,0.0,0.5367906597882162,0.6020408163265305,0.23529411764705882,1.0,0.9444444444444444,1.0,0.0,1.0,0.33802816901408445,3
1.0,0.3333333333333333,1.0,0.6,0.3333333333333333,0.23076923076923078,0.0,0.0,0.0,0.39795918367346933,0.7647058823529411,1.0,0.4722222222222222,1.0,0.0,0.3333333333333333,0.19718309859154926,2
1.0,0.8333333333333333,0.6,0.8,0.3333333333333333,0.23076923076923078,0.0,0.0,0.0,0.44897959183673464,0.3529411764705882,1.0,0.19444444444444442,1.0,0.0,0.3333333333333333,0.4788732394366197,2
0.0,0.3333333333333333,0.6,0.8,0.3333333333333333,0.0,1.0,0.0,0.0,0.39795918367346933,0.23529411764705882,1.0,0.9444444444444444,1.0,0.0,1.0,0.1549295774647887,0
1.0,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.6923076923076923,0.0,0.0,0.0,0.39795918367346933,0.23529411764705882,1.0,0.9444444444444444,1.0,0.0,1.0,0.1549295774647887,3
1.0,0.3333333333333333,1.0,0.6,0.3333333333333333,0.6923076923076923,0.0,0.0,0.0,0.5,0.23529411764705882,0.7142857142857142,0.05555555555555555,0.7142857142857142,0.0,0.3333333333333333,0.39436619718309857,2
0.0,0.3333333333333333,0.8,0.8666666666666667,0.0,0.5384615384615385,0.2,0.0,0.0,0.173469387755102,0.4117647058823529,0.7142857142857142,0.9444444444444444,1.0,0.0,1.0,0.4507042253521127,0
1.0,0.5,0.6,0.8,0.3333333333333333,0.8461538461538463,0.0,0.0,0.0,0.5,0.29411764705882354,0.42857142857142855,0.9444444444444444,1.0,0.0,1.0,0.676056338028169,3
1.0,0.3333333333333333,0.8,0.8666666666666667,0.3333333333333333,0.6923076923076923,0.0,0.0,0.0,0.44897959183673464,0.23529411764705882,0.7142857142857142,0.027777777777777776,0.7142857142857142,0.0,0.3333333333333333,0.6338028169014085,2
1.0,0.3333333333333333,0.7333333333333333,0.5333333333333333,0.3333333333333333,0.38461538461538464,0.0,0.0,0.0,0.39795918367346933,0.29411764705882354,0.42857142857142855,0.9722222222222222,1.0,0.6666666666666666,0.6666666666666666,0.5211267605633803,3
1.0,0.6666666666666666,0.7333333333333333,0.5333333333333333,0.6666666666666666,0.15384615384615385,0.2,0.0,0.0,0.44897959183673464,1.0,1.0,0.9444444444444444,1.0,0.0,1.0,0.2112676056338028,1
1.0,0.6666666666666666,0.0,0.33333333333333337,0.3333333333333333,0.3076923076923077,0.0,0.0,0.0,0.9999999999999999,0.29411764705882354,0.42857142857142855,0.9444444444444444,0.8571428571428571,0.0,1.0,0.38028169014084506,3
1.0,0.5,0.8,0.8666666666666667,0.3333333333333333,0.23076923076923078,0.0,0.0,0.0,0.6020408163265305,0.8235294117647058,1.0,0.9444444444444444,1.0,0.0,1.0,0.33802816901408445,1
1.0,0.16666666666666666,0.7333333333333333,0.5333333333333333,0.3333333333333333,1.0,0.0,0.0,0.0,0.39795918367346933,0.8235294117647058,1.0,0.9444444444444444,1.0,0.0,1.0,0.26760563380281693,1
1.0,0.16666666666666666,0.7333333333333333,0.5333333333333333,0.3333333333333333,0.7692307692307693,0.0,0.0,0.0,0.5510204081632653,0.5294117647058824,0.8571428571428571,0.4722222222222222,1.0,0.0,0.3333333333333333,0.16901408450704225,2
0.0,0.3333333333333333,0.7333333333333333,0.5333333333333333,0.0,0.23076923076923078,0.8,0.0,0.0,0.39795918367346933,0.3529411764705882,0.7142857142857142,0.19444444444444442,1.0,0.0,0.3333333333333333,0.39436619718309857,0
1.0,0.3333333333333333,0.6,0.8,0.3333333333333333,0.23076923076923078,0.0,0.0,0.0,0.6020408163265305,0.23529411764705882,0.7142857142857142,0.4722222222222222,1.0,0.0,0.3333333333333333,0.22535211267605632,2
0.0,0.3333333333333333,0.9333333333333333,0.9333333333333333,0.3333333333333333,0.5384615384615385,1.0,0.0,0.0,0.6020408163265305,0.23529411764705882,0.7142857142857142,0.4722222222222222,1.0,0.0,0.3333333333333333,0.2535211267605633,0
1.0,0.5,0.7333333333333333,0.5333333333333333,0.0,0.8461538461538463,0.8,0.0,0.0,0.5,1.0,1.0,0.9166666666666666,0.7142857142857142,0.0,0.3333333333333333,0.2112676056338028,1
1.0,0.3333333333333333,0.6,0.8,0.3333333333333333,0.6923076923076923,0.0,0.0,0.0,0.39795918367346933,0.23529411764705882,1.0,0.9444444444444444,1.0,0.0,1.0,0.6619718309859155,3
0.0,0.6666666666666666,0.6,0.8,0.3333333333333333,0.6923076923076923,0.4,0.0,0.0,0.19387755102040813,1.0,0.0,0.9444444444444444,1.0,0.0,1.0,0.07042253521126757,0
1.0,0.16666666666666666,0.9333333333333333,0.9333333333333333,0.3333333333333333,0.7692307692307693,0.0,0.0,0.0,0.39795918367346933,1.0,0.5714285714285714,0.9444444444444444,1.0,0.0,1.0,0.38028169014084506,1
1.0,0.3333333333333333,1.0,0.6,0.3333333333333333,0.8461538461538463,0.0,0.0,0.0,0.5,0.8235294117647058,1.0,0.9444444444444444,1.0,0.0,1.0,0.2535211267605633,1
0.0,0.5,0.6,0.8,0.3333333333333333,0.8461538461538463,1.0,0.0,0.0,0.39795918367346933,1.0,1.0,0.9444444444444444,1.0,0.0,1.0,0.5352112676056338,0
1.0,0.3333333333333333,0.8,0.8666666666666667,0.6666666666666666,0.23076923076923078,0.2,0.0,0.0,0.39795918367346933,0.29411764705882354,0.8571428571428571,0.9722222222222222,0.7142857142857142,0.0,0.6666666666666666,0.22535211267605632,3
1.0,0.16666666666666666,0.8,0.8666666666666667,0.3333333333333333,0.23076923076923078,0.0,0.0,0.0,0.39795918367346933,1.0,1.0,0.9444444444444444,1.0,0.0,1.0,0.5352112676056338,1
1.0,0.3333333333333333,0.5333333333333333,0.6666666666666666,0.3333333333333333,0.15384615384615385,0.0,0.0,0.5367906597882162,0.39795918367346933,0.23529411764705882,0.7142857142857142,0.4722222222222222,1.0,0.0,0.3333333333333333,0.2535211267605633,2
1.0,0.3333333333333333,1.0,0.6,0.3333333333333333,0.9230769230769231,0.0,0.0,0.0,0.39795918367346933,0.3529411764705882,0.7142857142857142,0.19444444444444442,1.0,0.0,0.3333333333333333,0.33802816901408445,2
1.0,0.3333333333333333,1.0,0.6,0.3333333333333333,0.23076923076923078,0.0,0.0,0.0,0.6020408163265305,0.23529411764705882,0.7142857142857142,1.0,1.0,0.0,0.3333333333333333,0.30985915492957744,2
1.0,0.3333333333333333,0.8,0.8666666666666667,0.3333333333333333,0.23076923076923078,0.0,0.0,0.0,0.6020408163265305,1.0,1.0,0.9444444444444444,1.0,0.0,1.0,0.19718309859154926,1
0.0,0.3333333333333333,0.6,0.8,0.3333333333333333,0.6923076923076923,1.0,0.0,0.0,0.39795918367346933,0.3529411764705882,0.7142857142857142,0.4722222222222222,1.0,0.0,0.3333333333333333,0.23943661971830982,0
0.0,0.16666666666666666,0.6,0.8,0.0,0.6923076923076923,0.2,0.0,0.0,0.346938775510204,0.7647058823529411,1.0,0.4722222222222222,1.0,0.0,0.3333333333333333,0.39436619718309857,0
1.0,0.3333333333333333,0.2,0.06666666666666667,0.3333333333333333,0.46153846153846156,0.0,0.0,0.0,0.6020408163265305,0.29411764705882354,0.42857142857142855,0.9722222222222222,1.0,0.0,0.6666666666666666,0.5915492957746478,3
1.0,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,0.6923076923076923,0.0,0.0,0.0,0.5510204081632653,0.8235294117647058,1.0,0.9444444444444444,1.0,0.0,1.0,0.38028169014084506,1
1.0,0.3333333333333333,0.6,0.8,0.3333333333333333,0.8461538461538463,0.0,0.0,0.0,0.7040816326530611,0.23529411764705882,1.0,0.027777777777777776,1.0,0.0,0.3333333333333333,0.7183098591549295,2
1.0,0.3333333333333333,1.0,0.6,0.3333333333333333,0.3076923076923077,0.0,0.0,0.0,0.39795918367346933,0.23529411764705882,1.0,0.9444444444444444,1.0,0.0,1.0,0.4366197183098592,3
0.0,0.16666666666666666,0.8,0.8666666666666667,0.3333333333333333,0.6923076923076923,1.0,0.0,0.0,0.19387755102040813,0.8235294117647058,1.0,0.9444444444444444,1.0,0.0,1.0,0.1267605633802817,0
1.0,0.3333333333333333,0.8,0.8666666666666667,0.3333333333333333,0.23076923076923078,0.0,0.0,0.5367906597882162,0.39795918367346933,0.8235294117647058,1.0,0.9444444444444444,1.0,0.0,1.0,0.18309859154929575,1
1.0,0.3333333333333333,0.4666666666666667,0.7333333333333334,0.3333333333333333,0.23076923076923078,0.0,0.0,0.5367906597882162,0.5,0.23529411764705882,0.7142857142857142,0.9722222222222222,0.7142857142857142,0.0,0.6666666666666666,0.35211267605633806,3
1.0,0.3333333333333333,0.6,0.8,0.3333333333333333,0.5384615384615385,0.0,0.0,0.0,0.39795918367346933,0.8235294117647058,1.0,0.9444444444444444,1.0,0.0,1.0,0.23943661971830982,1
1.0,0.3333333333333333,0.7333333333333333,0.5333333333333333,0.3333333333333333,0.15384615384615385,0.0,0.0,0.0,0.44897959183673464,0.8235294117647058,1.0,0.9444444444444444,1.0,0.0,1.0,0.40845070422535207,1
1.0,0.3333333333333333,0.6,0.8,0.3333333333333333,0.8461538461538463,0.0,0.0,0.0,0.5,1.0,1.0,0.9444444444444444,1.0,0.0,1.0,0.23943661971830982,1
1.0,0.6666666666666666,0.7333333333333333,0.5333333333333333,0.3333333333333333,0.8461538461538463,0.0,0.0,0.0,0.5,0.8235294117647058,1.0,0.9444444444444444,1.0,0.0,1.0,0.28169014084507044,1
1.0,0.8333333333333333,0.6,0.8,0.6666666666666666,0.6923076923076923,0.2,0.0,0.0,0.6530612244897959,1.0,1.0,0.9444444444444444,1.0,0.0,1.0,0.1267605633802817,1
1.0,0.3333333333333333,0.7333333333333333,0.5333333333333333,0.3333333333333333,0.38461538461538464,0.0,0.0,0.0,0.39795918367346933,1.0,1.0,0.4722222222222222,1.0,0.0,0.3333333333333333,0.35211267605633806,2
1.0,0.3333333333333333,0.8,0.8666666666666667,0.3333333333333333,0.6923076923076923,0.0,0.0,0.0,0.5510204081632653,0.8235294117647058,1.0,0.9444444444444444,1.0,0.0,1.0,0.32394366197183094,1
1.0,0.8333333333333333,0.5333333333333333,0.6666666666666666,0.3333333333333333,0.46153846153846156,0.0,0.0,0.0,0.37755102040816324,0.23529411764705882,1.0,0.9444444444444444,1.0,0.0,1.0,0.29577464788732394,3
1.0,0.6666666666666666,0.7333333333333333,0.5333333333333333,0.3333333333333333,0.15384615384615385,0.0,0.0,0.0,0.39795918367346933,0.23529411764705882,1.0,0.9722222222222222,0.7142857142857142,0.0,0.6666666666666666,0.1267605633802817,3
1.0,0.5,0.6,0.8,0.3333333333333333,0.8461538461538463,0.0,0.0,0.0,0.6020408163265305,1.0,1.0,0.9444444444444444,1.0,0.0,1.0,0.5070422535211268,1
1.0,0.3333333333333333,0.6,0.8,0.3333333333333333,0.8461538461538463,0.0,0.0,0.0,0.7040816326530611,0.23529411764705882,0.7142857142857142,0.9444444444444444,1.0,0.0,1.0,0.32394366197183094,3
1.0,0.0,1.0,0.6,0.3333333333333333,0.0,0.0,0.0,0.0,0.4081632653061224,0.3529411764705882,0.7142857142857142,0.4722222222222222,1.0,0.0,0.3333333333333333,0.42253521126760557,2
1.0,0.3333333333333333,0.8,0.8666666666666667,0.3333333333333333,0.6923076923076923,0.0,0.0,0.0,0.39795918367346933,0.8235294117647058,1.0,0.9444444444444444,1.0,0.0,1.0,0.6056338028169015,1
1.0,0.3333333333333333,0.6,0.8,0.3333333333333333,0.8461538461538463,0.0,0.0,0.5367906597882162,0.6530612244897959,0.23529411764705882,1.0,0.9444444444444444,1.0,0.0,1.0,0.22535211267605632,3
0.0,0.16666666666666666,0.9333333333333333,0.9333333333333333,0.6666666666666666,0.23076923076923078,0.2,0.0,0.0,0.520408163265306,1.0,0.7142857142857142,0.9444444444444444,0.8571428571428571,0.0,1.0,0.4366197183098592,0
1.0,0.3333333333333333,0.5333333333333333,0.6666666666666666,0.3333333333333333,0.15384615384615385,0.0,0.0,0.0,0.39795918367346933,0.8235294117647058,1.0,0.9444444444444444,1.0,0.0,1.0,0.08450704225352113,1
1.0,0.3333333333333333,0.6,0.8,0.3333333333333333,0.6923076923076923,0.0,0.0,0.0,0.39795918367346933,1.0,0.7142857142857142,0.4722222222222222,1.0,0.0,0.3333333333333333,0.2112676056338028,2
1.0,0.6666666666666666,1.0,0.6,0.3333333333333333,0.8461538461538463,0.0,0.0,0.0,0.6020408163265305,0.23529411764705882,1.0,0.9444444444444444,1.0,0.0,1.0,0.38028169014084506,3
0.0,0.16666666666666666,1.0,0.6,0.3333333333333333,0.23076923076923078,1.0,0.0,0.0,0.39795918367346933,1.0,1.0,0.9444444444444444,1.0,0.0,1.0,0.4929577464788732,0
1.0,0.3333333333333333,0.7333333333333333,0.5333333333333333,0.3333333333333333,0.23076923076923078,0.0,0.0,0.0,0.5,1.0,1.0,0.9444444444444444,1.0,0.0,1.0,0.40845070422535207,1
1.0,0.3333333333333333,0.6,0.8,0.3333333333333333,0.23076923076923078,0.0,0.0,0.0,0.5,0.8235294117647058,1.0,0.9444444444444444,1.0,0.0,1.0,0.26760563380281693,1
1.0,0.3333333333333333,0.7333333333333333,0.5333333333333333,0.3333333333333333,1.0,0.0,0.0,0.0,0.39795918367346933,1.0,0.7142857142857142,0.19444444444444442,0.7142857142857142,0.6666666666666666,0.3333333333333333,0.38028169014084506,2
1.0,0.3333333333333333,0.7333333333333333,0.5333333333333333,0.3333333333333333,0.23076923076923078,0.0,0.0,0.0,0.6020408163265305,0.3529411764705882,1.0,0.05555555555555555,0.7142857142857142,0.0,0.3333333333333333,0.4647887323943662,2
1.0,0.0,0.6,0.8,0.3333333333333333,0.6923076923076923,0.0,0.0,0.0,0.43877551020408156,0.23529411764705882,1.0,0.9444444444444444,1.0,0.0,1.0,0.40845070422535207,3
0.0,0.16666666666666666,0.6,0.8,0.3333333333333333,0.6923076923076923,1.0,0.0,0.5164268259571002,0.39795918367346933,1.0,1.0,0.9444444444444444,1.0,0.0,1.0,0.38028169014084506,0
1.0,0.3333333333333333,0.6666666666666666,1.0,0.0,0.6923076923076923,0.2,0.0,0.0,0.39795918367346933,1.0,1.0,0.9444444444444444,1.0,0.0,1.0,0.18309859154929575,1
1.0,0.3333333333333333,1.0,0.6,0.3333333333333333,0.23076923076923078,0.0,0.0,0.5017648655986967,0.4693877551020408,0.29411764705882354,1.0,0.9444444444444444,1.0,0.0,1.0,0.28169014084507044,3
1.0,0.3333333333333333,0.6,0.8,0.3333333333333333,0.8461538461538463,0.0,0.0,0.5367906597882162,0.44897959183673464,1.0,1.0,0.9444444444444444,1.0,0.0,1.0,0.16901408450704225,1
1.0,0.16666666666666666,1.0,0.6,0.3333333333333333,0.7692307692307693,0.0,0.0,0.0,0.39795918367346933,1.0,1.0,0.9444444444444444,1.0,0.0,1.0,0.19718309859154926,1
1.0,0.3333333333333333,0.4666666666666667,0.7333333333333334,0.3333333333333333,0.9230769230769231,0.0,0.0,0.5367906597882162,0.6020408163265305,1.0,1.0,0.9444444444444444,1.0,0.0,1.0,0.29577464788732394,1
1.0,0.0,0.6,0.8,0.6666666666666666,0.6923076923076923,0.2,0.0,0.0,0.39795918367346933,0.5294117647058824,1.0,0.9444444444444444,1.0,0.0,1.0,0.1549295774647887,3
0.0,0.3333333333333333,0.7333333333333333,0.5333333333333333,0.3333333333333333,0.15384615384615385,1.0,0.0,0.0,0.39795918367346933,1.0,1.0,0.9444444444444444,1.0,0.0,1.0,0.19718309859154926,0
1.0,0.3333333333333333,0.7333333333333333,0.5333333333333333,0.3333333333333333,0.15384615384615385,0.0,0.0,0.0,0.39795918367346933,0.23529411764705882,1.0,0.9444444444444444,1.0,0.0,1.0,0.18309859154929575,3
1.0,0.3333333333333333,0.6,0.8,0.3333333333333333,0.8461538461538463,0.0,0.0,0.0,0.5,1.0,1.0,0.9444444444444444,1.0,0.0,1.0,0.33802816901408445,1
1.0,0.3333333333333333,0.6,0.8,0.3333333333333333,0.15384615384615385,0.0,0.0,0.0,0.39795918367346933,0.3529411764705882,0.7142857142857142,0.19444444444444442,0.7142857142857142,0.0,0.3333333333333333,0.4507042253521127,2
1.0,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.6923076923076923,0.0,0.0,0.0,0.346938775510204,0.5294117647058824,1.0,0.9166666666666666,0.7142857142857142,0.0,0.3333333333333333,0.18309859154929575,2
1.0,0.3333333333333333,0.7333333333333333,0.5333333333333333,0.3333333333333333,1.0,0.0,0.0,0.5164268259571002,0.5,1.0,1.0,0.9444444444444444,1.0,0.0,1.0,0.056338028169014065,1
1.0,0.3333333333333333,0.6,0.8,0.3333333333333333,0.6923076923076923,0.0,0.0,0.0,0.39795918367346933,0.23529411764705882,1.0,0.9444444444444444,1.0,0.0,1.0,0.40845070422535207,3
0.0,0.3333333333333333,1.0,0.6,0.0,0.46153846153846156,0.8,0.0,0.0,0.5510204081632653,0.3529411764705882,1.0,0.19444444444444442,0.7142857142857142,0.0,0.3333333333333333,0.16901408450704225,0
0.0,0.3333333333333333,0.4666666666666667,0.7333333333333334,0.0,0.8461538461538463,0.2,0.0,0.0,0.39795918367346933,1.0,1.0,0.9444444444444444,1.0,0.0,1.0,0.23943661971830982,0
1.0,0.3333333333333333,0.7333333333333333,0.5333333333333333,0.3333333333333333,0.6923076923076923,0.0,0.0,0.0,0.39795918367346933,1.0,1.0,0.9444444444444444,1.0,0.0,1.0,0.1408450704225352,1
0.0,0.3333333333333333,1.0,0.6,1.0,0.23076923076923078,0.2,0.0,0.0,0.39795918367346933,0.7647058823529411,1.0,0.4722222222222222,1.0,0.0,0.3333333333333333,0.42253521126760557,0
1.0,0.3333333333333333,0.8,0.8666666666666667,0.3333333333333333,0.23076923076923078,0.0,0.0,0.0,0.39795918367346933,0.5294117647058824,1.0,0.9166666666666666,0.7142857142857142,0.0,0.3333333333333333,0.32394366197183094,2
1.0,0.16666666666666666,0.6,0.8,0.3333333333333333,0.7692307692307693,0.0,0.0,0.0,0.4183673469387755,1.0,0.0,0.9444444444444444,1.0,0.0,1.0,0.42253521126760557,1
1.0,0.8333333333333333,0.7333333333333333,0.5333333333333333,0.3333333333333333,0.23076923076923078,0.0,0.0,0.0,0.44897959183673464,0.5294117647058824,1.0,0.9444444444444444,1.0,0.0,1.0,0.6619718309859155,3
1.0,0.6666666666666666,0.7333333333333333,0.5333333333333333,0.3333333333333333,0.8461538461538463,0.0,0.0,0.0,0.5,1.0,1.0,0.9444444444444444,1.0,0.0,1.0,0.5070422535211268,1
1.0,0.3333333333333333,0.5333333333333333,0.6666666666666666,0.3333333333333333,0.8461538461538463,0.0,0.0,0.0,0.5,0.5294117647058824,0.8571428571428571,1.0,0.7142857142857142,0.0,0.3333333333333333,0.23943661971830982,2
0.0,0.3333333333333333,1.0,0.6,1.0,0.0,0.8,0.0,0.0,0.39795918367346933,1.0,1.0,0.9444444444444444,1.0,0.0,1.0,0.40845070422535207,0
1.0,0.3333333333333333,0.6,0.8,0.3333333333333333,0.6923076923076923,0.0,0.0,0.0,0.39795918367346933,0.8235294117647058,1.0,0.9444444444444444,1.0,0.0,1.0,0.29577464788732394,1
1.0,0.5,1.0,0.6,0.3333333333333333,0.3076923076923077,0.0,0.0,0.0,0.5408163265306122,1.0,1.0,0.9444444444444444,1.0,0.0,1.0,0.30985915492957744,1
1.0,0.16666666666666666,0.7333333333333333,0.5333333333333333,0.5,0.7692307692307693,0.2,0.0,0.0,0.693877551020408,1.0,1.0,0.9444444444444444,1.0,0.0,1.0,0.23943661971830982,1
0.0,0.3333333333333333,0.8,0.8666666666666667,0.0,0.6923076923076923,0.8,0.0,0.0,0.39795918367346933,0.8235294117647058,1.0,0.9444444444444444,1.0,0.0,1.0,0.39436619718309857,0
1.0,0.5,0.8,0.8666666666666667,0.3333333333333333,0.8461538461538463,0.0,0.0,0.5367906597882162,0.5,1.0,1.0,0.9444444444444444,1.0,0.0,1.0,0.5352112676056338,1
1.0,0.3333333333333333,0.6,0.8,0.3333333333333333,0.15384615384615385,0.0,0.0,0.0,0.6020408163265305,0.23529411764705882,1.0,0.9444444444444444,1.0,0.0,1.0,0.08450704225352113,3
1.0,0.3333333333333333,0.6,0.8,0.3333333333333333,0.8461538461538463,0.0,0.0,0.0,0.2959183673469387,0.5294117647058824,0.8571428571428571,0.38888888888888884,0.7142857142857142,0.0,0.3333333333333333,0.38028169014084506,2
1.0,0.8333333333333333,0.6,0.8,0.3333333333333333,0.6923076923076923,0.0,0.0,0.0,0.5,1.0,1.0,0.9444444444444444,1.0,0.0,1.0,0.1408450704225352,1
1.0,0.3333333333333333,0.8,0.8666666666666667,0.6666666666666666,0.0,0.2,0.0,0.0,0.6020408163265305,1.0,1.0,0.9444444444444444,1.0,0.0,1.0,0.16901408450704225,1
